"","text","lang","listed_count","geo_enabled","statuses_count","followers_count","favourites_count","friends_count","time_zone","country_code","full_name","place_lat","place_lon"
"1035","Big thanks to the fine folks at Kathryn Markel for including me in their group exhibition‚Ä¶ https://t.co/2IFd1asZG6","en",15,TRUE,232,214,16,153,"Eastern Time (US & Canada)","US","Manhattan, NY",40.780709,-73.9685415
"NA.913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","Honestly sometimes I wonder why I work so hard, who wants to be a butler with me? https://t.co/mKledFyJWk","en",0,TRUE,871,76,1120,134,"Pacific Time (US & Canada)","US","Queens, NY",40.6708795,-73.8311875
"NA.944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","65 in a 45
Let off with a warning
Merry Christmas to me man","en",0,TRUE,3484,737,4858,178,NA,"US","Medford, OR",42.343589,-122.8689885
"NA.947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","@supertiredd What‚Äôs your bosses‚Äô @","en",8,TRUE,17175,956,5623,457,"Eastern Time (US & Canada)","US","Manhattan, NY",40.780709,-73.9685415
"NA.956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","Puppet Yoda is way cooler than CGI Yoda","en",462,TRUE,15822,3475,20212,4716,"Eastern Time (US & Canada)","US","Manhattan, NY",40.780709,-73.9685415
"NA.961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","@ConsMontana Niggas think salami ain‚Äôt made with the same scraps hotdogs is made with","en",17,TRUE,89835,4388,614,1475,"Eastern Time (US & Canada)","US","Manhattan, NY",40.780709,-73.9685415
"1096","WHAT I WALK HOME TO... #EarlyAdopters? https://t.co/2HFwisx96l","en",4,TRUE,552,157,897,314,NA,"US","Manhattan, NY",40.780709,-73.9685415
"1097","@realDonaldTrump We love you, Mr. President. I can‚Äôt even imagine how hard it‚Äôd be to do your job in these circumst‚Ä¶ https://t.co/I8VY3LOA99","en",845,TRUE,171542,42384,70988,26491,"Eastern Time (US & Canada)","US","Chesapeake, VA",36.7632155,-76.2958955
"NA.965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","1 MILLI LESS THAN A DAY ‚ù§Ô∏è https://t.co/PmsXRzaV1V via @YouTube","en",10,TRUE,12956,16750,5326,426,"Eastern Time (US & Canada)","US","Manhattan, NY",40.780709,-73.9685415
"NA.967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Oh boy https://t.co/nagcreE9ug","en",17,TRUE,65540,869,4805,1107,"Eastern Time (US & Canada)","US","Brooklyn, NY",40.655138,-73.9487755
"NA.976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","I feel like death","en",5,TRUE,20178,624,27142,808,NA,"US","West Bay Shore, NY",40.710158,-73.267673
"NA.977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","@eliaSoyYo Omg this is sooooooooo funnyÌ†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£Ì†æÌ¥£","en",0,TRUE,1823,52,424,59,NA,"US","Syosset, NY",40.81477,-73.5040475
"NA.1048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Yo this shit gets me so tight! https://t.co/S8vsuxZyEL","en",4,TRUE,29661,698,9659,738,"Arizona","US","Bronx, NY",40.8503475,-73.8494415
"NA.1079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","not sure what cam &amp; i was thinking when we scheduled our wisdom teeth surgery around christmas","en",0,TRUE,9584,614,9666,372,NA,"US","Tennessee, USA",35.8305215,-85.9785995
"NA.1098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","Ready to unwrap your Ì†ºÌæÅ Ì†ΩÌ∏â#blessed #nyc #goodvibesonly #positiveenergy #positivevibes‚Ä¶ https://t.co/gNxxQlhTwx","en",0,TRUE,629,89,0,305,"Central Time (US & Canada)","US","Queens, NY",40.6708795,-73.8311875
"NA.1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","Christmas shopping is so difficult for me because I‚Äôm constantly finding things FOR MYSELF Ì†æÌ¥¶Ì†ºÌøæ‚Äç‚ôÄÔ∏è","en",2,TRUE,6470,650,7963,589,NA,"US","Detroit, MI",42.3527865,-83.099288
"NA.1105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","the closest I‚Äôll ever come to a disco experience my parents would be proud of https://t.co/xUPuZPtjsr","en",15,TRUE,12945,798,5757,728,"Eastern Time (US & Canada)","US","Brooklyn Steel",40.719333,-73.938849
"NA.1118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
